prompt,image_name,index,quality_score
"bird, driving aircraft, city, anime style",deepai_0_0_0_0.jpg,0,2.7934105045636524
"bird, driving aircraft, city, realistic style",deepai_0_0_0_1.jpg,0,4.159969360254004
"bird, driving aircraft, wild, anime style",deepai_0_0_1_0.jpg,0,3.4862347848568365
"bird, driving aircraft, wild, realistic style",deepai_0_0_1_1.jpg,0,2.4619764561843307
"bird, using phone, city, anime style",deepai_0_11_0_0.jpg,3,2.964871092867692
"bird, using phone, city, anime style",dreamStudio_0_6_0_0.jpg,3,0.895384556
"bird, using phone, city, realistic style",deepai_0_11_0_1.jpg,3,4.410898610516716
"bird, using phone, city, realistic style",dreamStudio_0_6_0_1.jpg,3,0.4951009162964396
"bird, using phone, wild, anime style",deepai_0_11_1_0.jpg,3,3.3241957711148444
"bird, using phone, wild, anime style",dreamStudio_0_6_1_0.jpg,3,1.3728229457719208
"bird, using phone, wild, realistic style",deepai_0_11_1_1.jpg,3,2.3602495612350465
"bird, using phone, wild, realistic style",dreamStudio_0_6_1_1.jpg,3,2.111719241884582
"bird, wearing coat, city, anime style",deepai_0_12_0_0.jpg,4,2.4569882665449083
"bird, wearing coat, city, anime style",dreamStudio_0_7_0_0.jpg,4,1.5750448697514068
"bird, wearing coat, city, realistic style",deepai_0_12_0_1.jpg,4,3.2262158782300103
"bird, wearing coat, city, realistic style",dreamStudio_0_7_0_1.jpg,4,1.2790566945412811
"bird, wearing coat, wild, anime style",deepai_0_12_1_0.jpg,4,3.602957099994629
"bird, wearing coat, wild, anime style",dreamStudio_0_7_1_0.jpg,4,2.0795965215087566
"bird, wearing coat, wild, realistic style",deepai_0_12_1_1.jpg,4,3.367134900737525
"bird, wearing coat, wild, realistic style",dreamStudio_0_7_1_1.jpg,4,2.062763773204901
"bird, wearing hat, city, anime style",deepai_0_13_0_0.jpg,5,2.2565310193712476
"bird, wearing hat, city, anime style",dreamStudio_0_8_0_0.jpg,5,1.390039352795844
"bird, wearing hat, city, realistic style",deepai_0_13_0_1.jpg,5,3.0596697236777057
"bird, wearing hat, city, realistic style",dreamStudio_0_8_0_1.jpg,5,1.5383526293023806
"bird, wearing hat, wild, anime style",deepai_0_13_1_0.jpg,5,2.055584546985154
"bird, wearing hat, wild, anime style",dreamStudio_0_8_1_0.jpg,5,1.7933629216774372
"bird, wearing hat, wild, realistic style",deepai_0_13_1_1.jpg,5,2.0699250367458917
"bird, wearing hat, wild, realistic style",dreamStudio_0_8_1_1.jpg,5,3.0561382131843926
"bird, wearing shirt, city, anime style",deepai_0_14_0_0.jpg,6,3.017850117
"bird, wearing shirt, city, anime style",dreamStudio_0_9_0_0.jpg,6,1.7444522497155013
"bird, wearing shirt, city, realistic style",deepai_0_14_0_1.jpg,6,3.7092467706470655
"bird, wearing shirt, city, realistic style",dreamStudio_0_9_0_1.jpg,6,1.7435714850840756
"bird, wearing shirt, wild, anime style",deepai_0_14_1_0.jpg,6,2.730899468491693
"bird, wearing shirt, wild, anime style",dreamStudio_0_9_1_0.jpg,6,2.2177494457904268
"bird, wearing shirt, wild, realistic style",deepai_0_14_1_1.jpg,6,3.473402250548638
"bird, wearing shirt, wild, realistic style",dreamStudio_0_9_1_1.jpg,6,1.9019250137878103
"bird, driving car, city, anime style",deepai_0_2_0_0.jpg,7,4.075553053252517
"bird, driving car, city, realistic style",deepai_0_2_0_1.jpg,7,1.9520389498254769
"bird, driving car, wild, anime style",deepai_0_2_1_0.jpg,7,2.6803007270463564
"bird, driving car, wild, realistic style",deepai_0_2_1_1.jpg,7,2.5190716388298653
"bird, having icecream, city, anime style",deepai_0_4_0_0.jpg,9,2.9596150924147335
"bird, having icecream, city, realistic style",deepai_0_4_0_1.jpg,9,2.4629856966610832
"bird, having icecream, wild, anime style",deepai_0_4_1_0.jpg,9,2.3303215732235967
"bird, having icecream, wild, realistic style",deepai_0_4_1_1.jpg,9,2.933034641526733
"bird, playing baseball, city, anime style",deepai_0_6_0_0.jpg,11,2.8894452529900434
"bird, playing baseball, city, anime style",dreamStudio_0_1_0_0.jpg,11,2.1137625359283225
"bird, playing baseball, city, realistic style",deepai_0_6_0_1.jpg,11,2.4520555123639873
"bird, playing baseball, city, realistic style",dreamStudio_0_1_0_1.jpg,11,1.9124544295552477
"bird, playing baseball, wild, anime style",deepai_0_6_1_0.jpg,11,2.8790570773634823
"bird, playing baseball, wild, anime style",dreamStudio_0_1_1_0.jpg,11,1.5149363927456443
"bird, playing baseball, wild, realistic style",deepai_0_6_1_1.jpg,11,1.698700921136731
"bird, playing baseball, wild, realistic style",dreamStudio_0_1_1_1.jpg,11,1.806856415282595
"bird, using CD, city, anime style",deepai_0_9_0_0.jpg,14,2.9932162205615156
"bird, using CD, city, anime style",dreamStudio_0_4_0_0.jpg,14,0.3827219913437977
"bird, using CD, city, realistic style",deepai_0_9_0_1.jpg,14,3.963810088144627
"bird, using CD, city, realistic style",dreamStudio_0_4_0_1.jpg,14,2.330297948369773
"bird, using CD, wild, anime style",deepai_0_9_1_0.jpg,14,3.278513421292411
"bird, using CD, wild, anime style",dreamStudio_0_4_1_0.jpg,14,1.6921076470122591
"bird, using CD, wild, realistic style",deepai_0_9_1_1.jpg,14,1.8454857204806403
"bird, using CD, wild, realistic style",dreamStudio_0_4_1_1.jpg,14,1.454908089997902
"cat, driving aircraft, city, anime style",deepai_1_0_0_0.jpg,15,2.5398185040436014
"cat, driving aircraft, city, realistic style",deepai_1_0_0_1.jpg,15,3.8156485844782906
"cat, driving aircraft, wild, anime style",deepai_1_0_1_0.jpg,15,3.2830132385885658
"cat, driving aircraft, wild, realistic style",deepai_1_0_1_1.jpg,15,3.919371546
"cat, driving bike, city, anime style",deepai_1_1_0_0.jpg,16,2.705923805980506
"cat, driving bike, city, realistic style",deepai_1_1_0_1.jpg,16,2.0356427853424925
"cat, driving bike, wild, anime style",deepai_1_1_1_0.jpg,16,2.438638069320326
"cat, driving bike, wild, realistic style",deepai_1_1_1_1.jpg,16,2.7453446718756314
"cat, using laptop, city, anime style",deepai_1_10_0_0.jpg,17,2.0465949943726742
"cat, using laptop, city, anime style",dreamStudio_1_5_0_0.jpg,17,1.1158548062850675
"cat, using laptop, city, realistic style",deepai_1_10_0_1.jpg,17,2.8099901339053663
"cat, using laptop, city, realistic style",dreamStudio_1_5_0_1.jpg,17,0.7627666391235025
"cat, using laptop, wild, anime style",deepai_1_10_1_0.jpg,17,2.954689768213242
"cat, using laptop, wild, anime style",dreamStudio_1_5_1_0.jpg,17,1.287783602972718
"cat, using laptop, wild, realistic style",deepai_1_10_1_1.jpg,17,2.304444393609687
"cat, using laptop, wild, realistic style",dreamStudio_1_5_1_1.jpg,17,3.4125308142653084
"cat, using phone, city, anime style",deepai_1_11_0_0.jpg,18,2.531077588946309
